ags,name,lon,lat
07331047,Mörstadt,8.2546,49.6617
07331048,Monsheim,8.2106,49.6356
07331054,Offstein,8.2376,49.6055
07331066,Wachenheim,8.1667,49.6367
07331017,Eckelsheim,7.984,49.7947
07331030,Gau-Bickelheim,8.0202,49.8356
07331035,Gumbsheim,7.9863,49.8119
07331060,Siefersheim,7.9572,49.7965
07331062,Stein-Bockenheim,7.9561,49.7743
07331070,Wendelsheim,7.9965,49.7674
07331072,Wöllstein,7.9588,49.8135
07331075,Wonsheim,7.9639,49.7822
07331004,Armsheim,8.0567,49.8086
07331019,Ensheim,8.116,49.8069
07331029,Gabsheim,8.175,49.8278
07331033,Gau-Weinheim,8.0478,49.8468
07331056,Partenheim,8.0775,49.8824
07331058,Saulheim,8.149,49.8764
07331059,Schornsheim,8.1743,49.8466
07331061,Spiesheim,8.1279,49.8098
07331063,Sulzheim (Alzey-Worms),8.0924,49.8445
07331064,Udenheim,8.1719,49.8646
07331065,Vendersheim,8.0668,49.8666
07331068,Wallertheim,8.0513,49.8354
07331073,Wörrstadt,8.1167,49.838
07331006,Bechtheim,8.2932,49.727
07331009,Bermersheim,8.2233,49.6817
07331011,Hochborn,8.2008,49.7242
07331015,Dittelsheim-Heßloch,8.2456,49.7412
07331028,Frettenheim,8.2432,49.7601
07331036,Gundersheim,8.2031,49.6963
07331037,Gundheim,8.2374,49.6756
07331039,Hangen-Weisheim,8.1835,49.7101
07331049,Monzernheim,8.2278,49.7221
07331055,Osthofen,8.3226,49.7038
07331071,Westhofen,8.2464,49.7042
07332002,Bad Dürkheim,8.1692,49.4604
07332024,Grünstadt,8.1624,49.5649
07332025,Haßloch,8.2558,49.3632
07332009,Deidesheim,8.1867,49.4094
07332017,Forst an der Weinstraße,8.1889,49.4261
07332035,Meckenheim (Bad Dürkheim),8.2388,49.4047
07332039,Niederkirchen bei Deidesheim,8.2115,49.4135
07332043,Ruppertsberg,8.1973,49.3994
07332005,Bobenheim am Berg,8.1522,49.524
07332008,Dackenheim,8.1856,49.5213
07332015,Erpolzheim,8.2255,49.4891
07332019,Freinsheim,8.2129,49.5071
07332026,Herxheim am Berg,8.1795,49.5095
07332028,Kallstadt,8.1751,49.4913
07332049,Weisenheim am Berg,8.154,49.5131
07332050,Weisenheim am Sand,8.2476,49.5168
07332014,Elmstein,7.9353,49.3522
07332016,Esthal,7.9855,49.3773
07332018,Frankeneck,8.0523,49.3764
07332032,Lambrecht (Pfalz),8.0709,49.3723
07332034,Lindenberg (Bad Dürkheim),8.0969,49.3813
07332037,Neidenfels,8.046,49.3885
07332048,Weidenthal,7.988,49.4221
07332013,Ellerstadt,8.2589,49.4614
07332020,Friedelsheim,8.2226,49.4473
07332022,Gönnheim,8.2378,49.449
07332046,Wachenheim an der Weinstraße,8.1808,49.44
07332001,Altleiningen,8.0743,49.5081
07332003,Battenberg (Pfalz),8.1384,49.532
07332004,Bissersheim,8.2038,49.5366
07332006,Bockenheim an der Weinstraße,8.1815,49.6065
07332007,Carlsberg,8.0386,49.5051
07332010,Dirmstein,8.2497,49.5639
07332012,Ebertsheim,8.1089,49.5678
07332021,Gerolsheim,8.2627,49.5471
07332023,Großkarlbach,8.2233,49.5388
07332027,Hettenleidelheim,8.0698,49.5345
07332029,Kindenheim,8.1614,49.6104
07332030,Kirchheim an der Weinstraße,8.1805,49.5381
07332031,Kleinkarlbach,8.1542,49.54
07332033,Laumersheim,8.2336,49.5543
07332036,Mertesheim,8.1322,49.5715
07332038,Neuleiningen,8.1398,49.5428
07332040,Obersülzen,8.2113,49.5684
07332041,Obrigheim (Pfalz),8.2056,49.5928
07332042,Quirnheim,8.1263,49.585
07332044,Tiefenthal (Bad Dürkheim),8.1053,49.5399
07332047,Wattenheim,8.0656,49.5229
07333019,Eisenberg (Pfalz),8.0721,49.5578
07333038,Kerzenheim,8.0609,49.5763
07333060,Ramsen,8.0116,49.5373
07333001,Albisheim (Pfrimm),8.0957,49.6495
07333006,Biedesheim,8.1069,49.6048
07333012,Bubenheim (Donnersbergkreis),8.1186,49.6282
07333017,Dreisen,8.0112,49.6031
07333018,Einselthum,8.1256,49.6524
07333026,Göllheim,8.0514,49.595
07333032,Immesheim,8.1035,49.6362
07333041,Lautersheim,8.0983,49.5879
07333058,Ottersheim,8.1085,49.6257
07333064,Rüssingen,8.0865,49.6163
07333074,Standenbühl,7.9819,49.5944
07333081,Weitersweiler,7.9971,49.6149
07333501,Zellertal,8.1345,49.6427
07333005,Bennhausen,7.9781,49.6229
07333007,Bischheim,8.0331,49.6706
07333010,Bolanden,8.0115,49.6391
07333013,Dannenfels,7.9436,49.6283
07333022,Gauersheim,8.0724,49.6598
07333031,Ilbesheim,8.0742,49.6904
07333035,Jakobsweiler,7.9572,49.6123
07333039,Kirchheimbolanden,8.0107,49.6642
07333040,Kriegsfeld,7.9157,49.7092
07333045,Marnheim,8.0411,49.6341
07333046,Mörsfeld,7.9351,49.7441
07333047,Morschheim,8.0257,49.697
07333056,Oberwiesen,7.9612,49.6989
07333057,Orbis,7.9942,49.6958
07333062,Rittersheim,8.0585,49.6681
07333076,Stetten (Donnersbergkreis),8.0925,49.6705
07333009,Börrstadt,7.944,49.5768
07333011,Breunigweiler,7.9633,49.5694
07333020,Falkenstein (Donnersbergkreis),7.8747,49.6076
07333027,Gonbach,7.9062,49.5479
07333030,Höringen,7.7977,49.5551
07333033,Imsbach,7.8797,49.5824
07333042,Lohnsfeld,7.8537,49.5511
07333048,Münchweiler an der Alsenz,7.8843,49.5506
07333069,Schweisweiler,7.8229,49.5884
07333071,Sippersfeld,7.9383,49.5547
07333075,Steinbach am Donnersberg,7.9567,49.5978
07333080,Wartenberg-Rohrbach,7.8495,49.5256
07333503,Winnweiler,7.8541,49.5676
07333003,Alsenz,7.8152,49.7243
07333004,Bayerfeld-Steckweiler,7.7976,49.6788
07333008,Bisterschied,7.749,49.6466
07333014,Dielkirchen,7.8184,49.6604
07333016,Dörrmoschel,7.7493,49.6198
07333021,Finkenbach-Gersweiler,7.746,49.6834
07333023,Gaugrehweiler,7.8618,49.7078
07333024,Gehrweiler,7.7714,49.5764
07333025,Gerbach,7.8709,49.6737
07333028,Gundersweiler,7.783,49.5922
07333034,Imsweiler,7.7988,49.6019
07333036,Kalkofen,7.8357,49.733
07333037,Katzenbach,7.8122,49.6453
07333043,Mannweiler-Cölln,7.803,49.6962
07333049,Münsterappel,7.876,49.7349
07333050,Niederhausen an der Appel,7.8927,49.7471
07333051,Niedermoschel,7.7946,49.7332
07333053,Oberhausen an der Appel,7.868,49.7207
07333054,Obermoschel,7.7739,49.7277
07333055,Oberndorf (Donnersbergkreis),7.81,49.7102
07333061,Ransweiler,7.7666,49.6648
07333065,Ruppertsecken,7.881,49.6458
07333066,Sankt Alban,7.8628,49.6833
07333067,Schiersfeld,7.7627,49.6946
07333068,Schönborn (Donnersbergkreis),7.7726,49.6421
07333072,Sitters,7.7842,49.7088
07333073,Stahlberg,7.7869,49.6647
07333077,Teschenmoschel,7.7323,49.631
07333078,Unkenbach,7.744,49.7166
07333079,Waldgrehweiler,7.742,49.6685
07333083,Winterborn,7.8648,49.7464
07333084,Würzweiler,7.8625,49.6542
07333201,Rathskirchen,7.7205,49.6149
07333202,Reichsthal,7.7292,49.5978
07333203,Seelen,7.7144,49.5997
07333502,Rockenhausen,7.8236,49.6289
07334007,Germersheim,8.3742,49.2176
07334501,Wörth am Rhein,8.2686,49.0519
07334001,Bellheim,8.284,49.1905
07334014,Knittelsheim,8.2511,49.1915
07334023,Ottersheim bei Landau,8.2304,49.1914
07334036,Zeiskam,8.2484,49.2335
07334002,Berg (Pfalz),8.2054,48.9824
07334008,Hagenbach,8.247,49.0204
07334021,Neuburg am Rhein,8.2517,48.9867
07334027,Scheibenhardt,8.1399,48.9812
07334009,Hatzenbühl,8.2435,49.1107
07334012,Jockgrim,8.2765,49.0942
07334022,Neupotz,8.3178,49.1183
07334024,Rheinzabern,8.2784,49.118
07334004,Erlenbach bei Kandel,8.1866,49.111
07334005,Freckenfeld,8.1115,49.0654
07334013,Kandel,8.1928,49.0814
07334020,Minfeld,8.1438,49.0722
07334030,Steinweiler,8.1399,49.1224
07334031,Vollmersweiler,8.0755,49.0651
07334034,Winden (Germersheim),8.1142,49.0985
07334006,Freisbach,8.2707,49.2722
07334017,Lingenfeld,8.3423,49.2492
07334018,Lustadt,8.2745,49.2445
07334028,Schwegenheim,8.3293,49.2695
07334032,Weingarten (Pfalz),8.2868,49.2592
07334033,Westheim (Pfalz),8.3236,49.2492
07334011,Hördt,8.327,49.1662
07334015,Kuhardt,8.3154,49.1445
07334016,Leimersheim,8.3423,49.1239
07334025,Rülzheim,8.2935,49.1551
07335003,Bruchmühlbach-Miesau,7.4611,49.3873
07335011,Gerhardsbrunn,7.522,49.3556
07335201,Lambsborn,7.4281,49.3674
07335202,Langwieden,7.5007,49.3746
07335203,Martinshöhe,7.4788,49.3644
07335004,Enkenbach-Alsenborn,7.9066,49.4905
07335007,Fischbach (Kaiserslautern),7.9119,49.4541
07335010,Frankenstein,7.9798,49.4387
07335015,Hochspeyer,7.8955,49.4441
07335026,Mehlingen,7.8551,49.4936
07335028,Neuhemsbach,7.9237,49.5225
07335048,Waldleiningen,7.8852,49.3978
07335205,Sembach,7.8577,49.513
07335016,Hütschenhausen,7.4813,49.4197
07335020,Kottweiler-Schwanden,7.5389,49.4732
07335030,Niedermohr,7.4643,49.4598
07335038,Ramstein-Miesenbach,7.5511,49.4457
07335044,Steinwenden,7.5283,49.4562
07335005,Erzenhausen,7.6174,49.4997
07335006,Eulenbis,7.6375,49.5066
07335019,Kollweiler,7.5778,49.5147
07335024,Mackenbach,7.5869,49.475
07335040,Rodenbach (Kaiserslautern),7.6532,49.4735
07335043,Schwedelbach,7.5936,49.4958
07335049,Weilerbach,7.6311,49.4813
07335501,Reichenbach-Steegen,7.5273,49.5046
07335009,Frankelbach,7.6336,49.5344
07335013,Heiligenmoschel,7.7575,49.556
07335014,Hirschhorn/Pfalz,7.6789,49.5193
07335017,Katzweiler,7.6977,49.5041
07335025,Mehlbach,7.7171,49.5218
07335029,Niederkirchen,7.6964,49.5783
07335033,Olsbrücken,7.6577,49.5392
07335034,Otterbach,7.7397,49.4871
07335035,Otterberg,7.7724,49.502
07335041,Schallodenbach,7.715,49.5444
07335042,Schneckenhausen,7.7444,49.5386
07335046,Sulzbachtal,7.6573,49.5221
07335002,Bann,7.612,49.3902
07335012,Hauptstuhl,7.4925,49.4002
07335018,Kindsbach,7.615,49.4161
07335021,Krickenbach,7.6664,49.3629
07335022,Landstuhl,7.5688,49.4102
07335023,Linden (Kaiserslautern),7.6459,49.3513
07335027,Mittelbrunn,7.5505,49.3727
07335031,Oberarnbach,7.5878,49.3852
07335037,Queidersbach,7.6295,49.3733
07335045,Stelzenberg,7.7397,49.3801
07335047,Trippstadt,7.7714,49.3565
07335204,Schopp,7.6876,49.3511
07336001,Adenbach,7.6475,49.6693
07336005,Aschbach,7.576,49.6009
07336012,Buborn,7.5413,49.6367
07336013,Cronenberg,7.6244,49.6526
07336014,Deimberg,7.5178,49.6275
07336019,Einöllen,7.637,49.6091
07336023,Eßweiler,7.5652,49.5585
07336029,Ginsweiler,7.6478,49.6528
07336030,Glanbrücken,7.5275,49.6133
07336033,Grumbach,7.5563,49.659
07336035,Hausweiler,7.5648,49.6478
07336036,Hefersweiler,7.688,49.6031
07336038,Heinzenhausen,7.6061,49.6287
07336040,Herren-Sulzbach,7.5288,49.6489
07336042,Hinzweiler,7.5487,49.5918
07336043,Hohenöllen,7.6268,49.6211
07336044,Homberg (Kusel),7.5161,49.6517
07336045,Hoppstädten,7.5359,49.6921
07336048,Jettenbach (Kusel),7.5563,49.5359
07336049,Kappeln (Kusel),7.5697,49.676
07336050,Kirrweiler,7.5014,49.6347
07336053,Kreimbach-Kaulbach,7.633,49.5538
07336057,Langweiler (Kusel),7.5254,49.6662
07336058,Lauterecken,7.5922,49.6492
07336060,Lohnweiler,7.5946,49.6356
07336061,Medard,7.6124,49.6667
07336062,Merzweiler,7.5392,49.6667
07336065,Nerzweiler,7.5545,49.6044
07336069,Nußbach,7.6958,49.6291
07336072,Oberweiler im Tal,7.5495,49.5812
07336073,Oberweiler-Tiefenbach,7.6133,49.6035
07336074,Odenbach,7.6508,49.6851
07336075,Offenbach-Hundheim,7.5485,49.6248
07336085,Reipoltskirchen,7.6618,49.6347
07336086,Relsberg,7.6695,49.5941
07336087,Rothselberg,7.5911,49.5461
07336090,Rutsweiler an der Lauter,7.6206,49.5659
07336095,Sankt Julian,7.5104,49.6083
07336100,Unterjeckenbach,7.4915,49.6642
07336104,Wiesweiler,7.5697,49.6392
07336105,Wolfstein,7.6062,49.5837
07336004,Altenkirchen (Kusel),7.3205,49.4424
07336008,Börsborn,7.3982,49.4404
07336010,Breitenbach,7.2718,49.434
07336011,Brücken (Pfalz),7.3599,49.4322
07336016,Dittweiler,7.3369,49.4312
07336017,Dunzweiler,7.3057,49.4159
07336027,Frohnhofen,7.2999,49.4534
07336031,Glan-Münchweiler,7.4402,49.4721
07336032,Gries,7.4007,49.4186
07336037,Henschtal,7.4085,49.4648
07336041,Herschweiler-Pettersheim,7.3488,49.4765
07336047,Hüffler,7.3913,49.4951
07336054,Krottelbach,7.3312,49.467
07336056,Langenbach (Kusel),7.3292,49.493
07336064,Nanzdietschweiler,7.4449,49.4451
07336076,Ohmbach,7.3503,49.4487
07336082,Rehweiler,7.4394,49.4876
07336092,Schönenberg-Kübelberg,7.376,49.4096
07336096,Steinbach am Glan,7.3829,49.4525
07336101,Wahnwegen,7.3755,49.4848
07336102,Waldmohr,7.3329,49.3871
07336107,Matzenbach,7.4589,49.4953
07336501,Quirnbach/Pfalz,7.4211,49.473
07336002,Albessen,7.3307,49.5165
07336003,Altenglan,7.4636,49.5527
07336006,Blaubach,7.3968,49.5573
07336009,Bosenbach,7.5291,49.5396
07336015,Dennweiler-Frohnbach,7.3836,49.5763
07336018,Ehweiler,7.3625,49.5222
07336021,Elzweiler,7.5127,49.5793
07336022,Erdesbach,7.4428,49.5737
07336024,Etschberg,7.4248,49.5129
07336025,Föckelberg,7.4899,49.5238
07336034,Haschbach am Remigiusberg,7.431,49.5252
07336039,Herchweiler,7.2908,49.514
07336046,Horschbach,7.5274,49.5895
07336051,Körborn,7.3697,49.5631
07336052,Konken,7.3511,49.5083
07336055,Kusel,7.4005,49.5376
07336066,Neunkirchen am Potzberg,7.4883,49.5084
07336067,Niederalben,7.4674,49.6064
07336068,Niederstaufenbach,7.5181,49.5284
07336070,Oberalben,7.4001,49.579
07336071,Oberstaufenbach,7.5089,49.5156
07336077,Pfeffelbach,7.327,49.5409
07336079,Rammelsbach,7.4445,49.5444
07336081,Rathsweiler,7.4578,49.5976
07336084,Reichweiler,7.2909,49.5432
07336088,Ruthweiler,7.3666,49.5528
07336089,Rutsweiler am Glan,7.4561,49.5293
07336091,Schellweiler,7.3896,49.5154
07336094,Selchenbach,7.2924,49.4937
07336097,Thallichtenberg,7.3512,49.558
07336098,Theisbergstegen,7.45,49.5182
07336099,Ulmet,7.4562,49.5877
07336103,Welchweiler,7.505,49.577
07336106,Bedesbach,7.4594,49.5678
07337001,Albersweiler,8.0285,49.219
07337017,Dernbach (Südliche Weinstraße),8.0059,49.2473
07337024,Eußerthal,7.97,49.2439
07337033,Gossersweiler-Stein,7.9276,49.1629
07337054,Münchweiler am Klingbach,7.9666,49.1483
07337064,Ramberg,8.0093,49.2606
07337067,Rinnthal,7.9241,49.2188
07337074,Silz (Südliche Weinstraße),7.9498,49.1474
07337078,Völkersweiler,7.9315,49.169
07337080,Waldhambach,7.989,49.1648
07337081,Waldrohrbach,7.9655,49.1704
07337083,Wernersberg,7.9276,49.1902
07337501,Annweiler am Trifels,7.9663,49.203
07337005,Bad Bergzabern,7.9992,49.1004
07337006,Barbelroth,8.0718,49.1016
07337008,Birkenhördt,7.9313,49.1147
07337013,Böllenborn,7.9362,49.0979
07337018,Dierbach,8.0681,49.0808
07337019,Dörrenbach,7.9614,49.0899
07337029,Gleiszellen-Gleishorbach,8.0041,49.125
07337037,Hergersweiler,8.0916,49.0967
07337045,Kapellen-Drusweiler,8.0312,49.1028
07337046,Kapsweyer,8.0203,49.0449
07337049,Klingenmünster,8.0184,49.1401
07337055,Niederhorbach,8.0315,49.1161
07337056,Niederotterbach,8.0451,49.0608
07337058,Oberhausen (Südliche Weinstraße),8.0578,49.098
07337059,Oberotterbach,7.9705,49.0693
07337060,Oberschlettenbach,7.8713,49.1455
07337062,Pleisweiler-Oberhofen,8.0053,49.1179
07337071,Schweigen-Rechtenbach,7.962,49.0557
07337072,Schweighofen,7.9961,49.0397
07337076,Steinfeld (Südliche Weinstraße),8.0358,49.0492
07337079,Vorderweidenthal,7.8788,49.1272
07337002,Altdorf (Südliche Weinstraße),8.2158,49.2862
07337011,Böbingen,8.2372,49.2842
07337015,Burrweiler,8.0755,49.2485
07337020,Edenkoben,8.127,49.2827
07337021,Edesheim,8.1342,49.2638
07337025,Flemlingen,8.0956,49.2431
07337027,Freimersheim (Pfalz),8.2208,49.2689
07337028,Gleisweiler,8.0676,49.2422
07337032,Gommersheim,8.2643,49.2906
07337035,Großfischlingen,8.175,49.2688
07337036,Hainfeld,8.1008,49.2574
07337048,Kleinfischlingen,8.1855,49.2629
07337066,Rhodt unter Rietburg,8.1069,49.27
07337069,Roschbach,8.1179,49.2464
07337077,Venningen,8.1737,49.2818
07337084,Weyher in der Pfalz,8.0841,49.2679
07337038,Herxheim bei Landau/Pfalz,8.2171,49.1466
07337039,Herxheimweyher,8.2542,49.1522
07337044,Insheim,8.1464,49.1583
07337068,Rohrbach (Südliche Weinstraße),8.1283,49.1372
07337007,Billigheim-Ingenheim,8.0972,49.1379
07337009,Birkweiler,8.0381,49.2041
07337012,Böchingen,8.0926,49.2373
07337022,Eschbach (Südliche Weinstraße),8.0193,49.175
07337026,Frankweiler,8.0578,49.2275
07337031,Göcklingen,8.0416,49.162
07337040,Heuchelheim-Klingen,8.0535,49.1466
07337042,Ilbesheim bei Landau in der Pfalz,8.0536,49.1826
07337043,Impflingen,8.1127,49.1622
07337050,Knöringen,8.1436,49.2362
07337051,Leinsweiler,8.0193,49.1829
07337065,Ranschbach,8.0289,49.1966
07337073,Siebeldingen,8.0516,49.2098
07337082,Walsheim,8.1239,49.2376
07337047,Kirrweiler (Pfalz),8.1655,49.3022
07337052,Maikammer,8.131,49.3058
07337070,Sankt Martin,8.1046,49.3011
07337014,Bornheim (Südliche Weinstraße),8.164,49.2222
07337023,Essingen (Südliche Weinstraße),8.1744,49.2358
07337041,Hochstadt (Pfalz),8.2086,49.2395
07337061,Offenbach an der Queich,8.1901,49.194
07338004,Bobenheim-Roxheim,8.3647,49.578
07338005,Böhl-Iggelheim,8.3086,49.3656
07338017,Limburgerhof,8.3911,49.4206
07338019,Mutterstadt,8.3549,49.4422
07338025,Schifferstadt,8.3746,49.3856
07338006,Dannstadt-Schauernheim,8.316,49.426
07338014,Hochdorf-Assenheim,8.2765,49.4174
07338022,Rödersheim-Gronau,8.2573,49.4296
07338003,Birkenheide,8.2588,49.4796
07338008,Fußgönheim,8.2911,49.4612
07338018,Maxdorf,8.2875,49.4818
07338002,Beindersheim,8.3197,49.5611
07338009,Großniedesheim,8.3124,49.5755
07338012,Heßheim,8.3092,49.5458
07338013,Heuchelheim bei Frankenthal,8.2896,49.5633
07338015,Kleinniedesheim,8.3228,49.5879
07338016,Lambsheim,8.2872,49.5132
07338007,Dudenhofen,8.3896,49.3167
07338010,Hanhofen,8.3432,49.3162
07338011,Harthausen,8.3459,49.2944
07338023,Römerberg,8.3989,49.2657
07338001,Altrip,8.4949,49.4314
07338020,Neuhofen,8.4283,49.422
07338021,Otterstadt,8.451,49.3715
07338026,Waldsee,8.4414,49.3947
07339005,Bingen am Rhein,7.8951,49.9666
07339009,Budenheim,8.1726,50.0242
07339030,Ingelheim am Rhein,8.0563,49.9744
07339003,Bacharach,7.765,50.0602
07339007,Breitscheid (Mainz-Bingen),7.7097,50.0561
07339036,Manubach,7.7584,50.0309
07339038,Münster-Sarmsheim,7.8947,49.9446
07339040,Niederheimbach,7.8042,50.0335
07339044,Oberdiebach,7.7772,50.0325
07339045,Oberheimbach,7.7843,50.0222
07339058,Trechtingshausen,7.8477,50.0107
07339062,Waldalgesheim,7.8354,49.9516
07339063,Weiler bei Bingen,7.8665,49.9568
07339006,Bodenheim,8.3068,49.9283
07339020,Gau-Bischofsheim,8.2726,49.9146
07339026,Harxheim,8.2644,49.9042
07339034,Lörzweiler,8.2944,49.8979
07339039,Nackenheim,8.3421,49.9167
07339001,Appenheim,8.0335,49.9299
07339008,Bubenheim (Mainz-Bingen),8.0809,49.9217
07339016,Engelstadt,8.0655,49.903
07339019,Gau-Algesheim,8.015,49.9576
07339041,Nieder-Hilbersheim,8.0423,49.9135
07339046,Ober-Hilbersheim,8.0297,49.8991
07339048,Ockenheim,7.9724,49.9424
07339051,Schwabenheim an der Selz,8.0971,49.9312
07339017,Essenheim,8.1563,49.9313
07339031,Jugenheim in Rheinhessen,8.0848,49.8951
07339032,Klein-Winternheim,8.2108,49.9383
07339042,Nieder-Olm,8.2031,49.9099
07339047,Ober-Olm,8.1933,49.9386
07339054,Sörgenloch,8.201,49.8833
07339057,Stadecken-Elsheim,8.1319,49.9172
07339067,Zornheim,8.224,49.8897
07339010,Dalheim,8.2949,49.8266
07339011,Dexheim,8.3167,49.8462
07339012,Dienheim,8.3502,49.8394
07339013,Dolgesheim,8.2558,49.7941
07339015,Eimsheim,8.2894,49.7957
07339018,Friesenheim (Mainz-Bingen),8.2575,49.8362
07339024,Guntersblum,8.3459,49.7975
07339025,Hahnheim,8.2378,49.8621
07339028,Hillesheim (Mainz-Bingen),8.2563,49.778
07339033,Köngernheim,8.2463,49.8454
07339035,Ludwigshöhe,8.343,49.8173
07339037,Mommenheim,8.2657,49.8812
07339043,Nierstein,8.3378,49.8726
07339049,Oppenheim,8.3564,49.8491
07339053,Selzen,8.2539,49.8629
07339059,Uelversheim,8.2888,49.8089
07339060,Undenheim,8.2184,49.8398
07339064,Weinolsheim,8.2723,49.8161
07339066,Wintersheim,8.282,49.7778
07339201,Dorn-Dürkheim,8.2692,49.7685
07339002,Aspisheim,7.981,49.9063
07339004,Badenheim,7.9689,49.8416
07339021,Gensingen,7.9267,49.8956
07339022,Grolsheim,7.9145,49.9099
07339029,Horrweiler,7.9642,49.8981
07339050,Sankt Johann (Mainz-Bingen),8.0163,49.8679
07339056,Sprendlingen,7.9864,49.8604
07339065,Welgesheim,7.9616,49.881100000000004
07339068,Zotzenheim,7.9683,49.8737
07339202,Wolfsheim,8.0412,49.8731
07340001,Bobenthal,7.8568,49.0635
07340002,Busenberg,7.83,49.1303
07340004,Dahn,7.7782,49.1513
07340009,Erfweiler,7.811,49.1565
07340010,Erlenbach bei Dahn,7.8606,49.1125
07340011,Fischbach bei Dahn,7.7116,49.0875
07340021,Hirschthal,7.7567,49.049
07340029,Ludwigswinkel,7.6627,49.0756
07340033,Niederschlettenbach,7.845,49.0859
07340034,Nothweiler,7.7992,49.0687
07340039,Rumbach,7.7875,49.0964
07340043,Schindhard,7.8207,49.1418
07340045,Schönau (Pfalz),7.7481,49.0598
07340501,Bruchweiler-Bärenbach,7.8039,49.113
07340502,Bundenthal,7.8076,49.0961
07340005,Darstein,7.8837,49.1569
07340006,Dimbach,7.8973,49.1671
07340014,Hauenstein,7.8526,49.1921
07340020,Hinterweidenthal,7.7569,49.1943
07340030,Lug,7.8971,49.182
07340047,Schwanheim,7.8812,49.1676
07340049,Spirkelbach,7.8841,49.1972
07340057,Wilgartswiesen,7.8787,49.2096
07340008,Eppenbrunn,7.5595,49.1162
07340019,Hilst,7.5294,49.125
07340026,Kröppen,7.5295,49.1514
07340028,Lemberg,7.6567,49.1712
07340036,Obersimten,7.5816,49.1672
07340040,Ruppertsweiler,7.689,49.1975
07340048,Schweix,7.5132,49.1266
07340052,Trulben,7.5438,49.1399
07340053,Vinningen,7.5528,49.1555
07340205,Bottenbach,7.496,49.182
07340003,Clausen,7.6771,49.2601
07340007,Donsieders,7.6416,49.2658
07340027,Leimen (Südwestpfalz),7.7686,49.2735
07340031,Merzalben,7.732,49.2446
07340032,Münchweiler an der Rodalb,7.7025,49.2188
07340038,Rodalben,7.6385,49.2393
07340012,Geiselberg,7.6957,49.3273
07340015,Heltersberg,7.7138,49.3125
07340016,Hermersberg,7.6297,49.3227
07340022,Höheinöd,7.6092,49.2898
07340025,Horbach (Südwestpfalz),7.6533,49.3314
07340044,Schmalenberg,7.7304,49.334
07340050,Steinalben,7.6556,49.3142
07340054,Waldfischbach-Burgalben,7.6534,49.2833
07340201,Althornbach,7.3752,49.2032
07340202,Battweiler,7.4618,49.2776
07340203,Bechhofen (Südwestpfalz),7.4032,49.3513
07340206,Contwig,7.429,49.2482
07340207,Dellfeld,7.4806,49.2367
07340208,Dietrichingen,7.4145,49.1898
07340209,Großbundenbach,7.4226,49.3065
07340210,Großsteinhausen,7.4543,49.1919
07340211,Hornbach,7.3696,49.186
07340212,Käshofen,7.415,49.328
07340213,Kleinbundenbach,7.4386,49.3106
07340214,Kleinsteinhausen,7.4699,49.2001
07340218,Mauschbach,7.3931,49.1857
07340221,Riedelberg,7.4462,49.1776
07340223,Rosenkopf,7.4342,49.3454
07340226,Walshausen,7.4762,49.2102
07340227,Wiesbach,7.4534,49.3338
07340017,Herschberg,7.5463,49.3059
07340018,Hettenhausen,7.5554,49.3362
07340023,Höheischweiler,7.5504,49.2314
07340024,Höhfröschen,7.562,49.2457
07340035,Nünschweiler,7.5032,49.2234
07340037,Petersberg (Südwestpfalz),7.5658,49.2389
07340041,Saalstadt,7.5477,49.3238
07340042,Schauerberg,7.5749,49.3139
07340051,Thaleischweiler-Fröschen,7.5803,49.2623
07340055,Weselberg,7.6072,49.3356
07340204,Biedershausen,7.4874,49.3207
07340215,Knopp-Labach,7.5062,49.3338
07340216,Krähenberg,7.4639,49.33
07340217,Maßweiler,7.5281,49.2711
07340219,Obernheim-Kirchenarnbach,7.5735,49.3527
07340220,Reifenberg,7.5075,49.2827
07340222,Rieschweiler-Mühlbach,7.5044,49.2471
07340224,Schmitshausen,7.5116,49.3071
07340225,Wallhalben,7.5242000000000004,49.3163
07340228,Winterbach (Pfalz),7.4742,49.3033
08111000,Stuttgart,9.1777,48.7758
08115003,Böblingen,9.0097,48.6853
08115028,Leonberg (Böblingen),9.0168,48.8005
08115029,Magstadt,8.9623,48.7424
08115041,Renningen,8.9364,48.7653
08115042,Rutesheim,8.9452,48.8099
08115044,Schönaich,9.0623,48.6565
08115045,Sindelfingen,9.0022,48.7098
08115050,Weil der Stadt,8.8701,48.752
08115051,Weil im Schönbuch,9.0617,48.6229
08115052,Weissach,8.9275,48.8468
08115001,Aidlingen,8.897,48.678
08115054,Grafenau (Böblingen),8.914,48.7111
08115013,Ehningen,8.9405,48.6593
08115015,Gärtringen,8.9017,48.6419
08115010,Deckenpfronn,8.8225,48.6517
08115021,Herrenberg,8.8674,48.5957
08115037,Nufringen,8.8882,48.6225
08115002,Altdorf (Böblingen),8.9956,48.6309
08115022,Hildrizhausen,8.966,48.6241
08115024,Holzgerlingen,9.0117,48.6371
08115004,Bondorf,8.8362,48.5216
08115016,Gäufelden,8.8296,48.5538
08115034,Mötzingen,8.7737,48.5353
08115053,Jettingen,8.7747,48.5774
08115046,Steinenbronn,9.1195,48.6601
08115048,Waldenbuch,9.1297,48.6382
08116015,Denkendorf (Esslingen),9.3176,48.6942
08116019,Esslingen am Neckar,9.3096,48.7413
08116047,Neuhausen auf den Fildern,9.2788,48.6847
